 "baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"comp13998_c0_seq1"	214027,862016685	1,17828020925629	0,222777443048021	5,2890462927268	1,22955772231473e-07	2,7377344358929e-07
"comp3391_c0_seq1"	133242,897335132	1,99544264196484	0,377937628413454	5,2798199807241	1,29310870180305e-07	2,86512320203421e-07
"comp1644_c0_seq1"	189119,737214341	1,44967379031788	0,275770511565796	5,25681220260564	1,46573850863907e-07	3,23177466295053e-07
"comp221_c0_seq1"	72574,5616980811	-1,00970511859104	0,192716048982147	-5,2393411131243	1,61150923570525e-07	3,53593288611055e-07
"comp736_c0_seq1"	69442,9632011707	-0,634647867748575	0,121309168292661	-5,2316562439656	1,67997949161657e-07	3,66836101551057e-07
"comp2196_c0_seq1"	938642,311306364	2,14428862147164	0,416128279412051	5,15295097103546	2,56419022709398e-07	5,57218260887729e-07
"comp252_c0_seq1"	215005,231275904	-0,791101962568357	0,154535867014762	-5,11921263231912	3,06813885547586e-07	6,6354007783497e-07
"comp539_c0_seq1"	50583,4701274144	-1,31049927186801	0,258193586479693	-5,07564610622534	3,86181475432572e-07	8,31209651883441e-07
"comp5916_c0_seq1"	15688,4145904087	-1,04347732271453	0,206090482851698	-5,06319995118557	4,12277042058231e-07	8,83171673034694e-07
"comp1051_c0_seq1"	74360,4754345345	-0,912621615219384	0,18169157998041	-5,02291639116013	5,08927033260351e-07	1,08507084449848e-06
"comp716_c0_seq1"	83477,7411177173	-0,898548229814878	0,180857871209691	-4,96825614392574	6,75576874218592e-07	1,43361853120565e-06
"comp15254_c0_seq8"	49,2593601762941	-23,0536393305357	4,71211319199777	-4,89242053219052	9,9603337679269e-07	2,10377143135652e-06
"comp212_c0_seq1"	136311,671724756	-0,529803649901987	0,109014471563749	-4,85993870632279	1,17422101641004e-06	2,46859488101088e-06
"comp4311_c1_seq1"	15851,1930608663	-0,992127404369542	0,204510010883507	-4,85124126727799	1,22691187205199e-06	2,5674266952199e-06
"comp267_c0_seq1"	71821,4424906269	-0,83935253662812	0,174741314076149	-4,80340062146005	1,55993329124673e-06	3,24926197070748e-06
"comp37911_c0_seq1"	97,7024999876157	-22,4412790579195	4,71236238545283	-4,76221419795647	1,91480276898488e-06	3,97014152101453e-06
"comp15911_c0_seq5"	6581,50406117776	2,18206771360825	0,461854971973559	4,72457339645827	2,30598920809752e-06	4,75939325141589e-06
"comp836_c0_seq1"	54501,0304327965	-0,7437660911665	0,157717166721008	-4,71582204163087	2,40736784462086e-06	4,94604666258468e-06
"comp180_c0_seq1"	91055,8240183267	-0,907557294308122	0,193053650033138	-4,7010626017811	2,58811148287944e-06	5,29333208263126e-06
"comp10481_c0_seq3"	11706,7702798735	1,10167324117226	0,234523929813038	4,69748755297811	2,63381229798443e-06	5,36253675085118e-06
"comp9429_c0_seq1"	13211,4416093444	1,26389901007896	0,272504293779905	4,6380884225618	3,51646351090368e-06	7,12754038981375e-06
"comp3047_c0_seq1"	9764,06230409093	-1,62869354508629	0,360706385265113	-4,51528892090234	6,32304996703799e-06	1,27590115406302e-05
"comp225_c0_seq1"	250273,770919759	-0,865826946449022	0,193321763468722	-4,47868326314489	7,51048759936499e-06	1,50877350885021e-05
"comp135_c0_seq1"	61604,5728632379	-0,864107309736208	0,193072341522338	-4,47556238725282	7,62104404770722e-06	1,52420880954144e-05
"comp50_c0_seq2"	144005,95484337	-0,65288353388566	0,1465604938176	-4,45470342572806	8,40092417083506e-06	1,67278313886231e-05
"comp8709_c0_seq1"	18640,3648712722	0,854128978443792	0,195120196880731	4,37745037212057	1,20075690391909e-05	2,38044789724311e-05
"comp4048_c0_seq1"	75380,4846182598	-0,938363043586241	0,214795868250919	-4,36862706544277	1,25030063761475e-05	2,46784230655838e-05
"comp45520_c0_seq1"	6069,04024963196	1,62283793073347	0,373081971696262	4,34981600251291	1,36251808530673e-05	2,67764423721149e-05
"comp10732_c0_seq4"	807,238856259392	-10,3955034331288	2,39965375781586	-4,33208474317175	1,47704065592783e-05	2,89014015791939e-05
"comp4254_c0_seq1"	11804,0444366362	-1,43460722817951	0,334519212905255	-4,28856452136226	1,79831562222827e-05	3,50361491916887e-05
"comp10312_c0_seq1"	13888,6160084336	0,595490531377856	0,139391592286751	4,27206922317693	1,93667432310549e-05	3,75698194868534e-05
"comp4266_c0_seq1"	67707,3890397979	0,713347081371784	0,167810012519524	4,25092085186984	2,12893397182685e-05	4,11229980882794e-05
"comp20986_c0_seq2"	4091,55222732176	1,49832890719687	0,354270040397378	4,22934128303996	2,34376563720142e-05	4,50800880006402e-05
"comp1534_c0_seq2"	29003,6905930718	-0,535485461651623	0,12681652569895	-4,2225211477786	2,4158472343743e-05	4,6269616522762e-05
"comp539_c0_seq2"	56164,7127337425	-0,668381088872093	0,159268450903874	-4,19656928336355	2,70988589476597e-05	5,16822120014437e-05
"comp13899_c0_seq1"	5743,30603302169	-1,10970805617155	0,264833007375885	-4,19021808182885	2,78686474492612e-05	5,29270111221262e-05
"comp412_c0_seq2"	82240,7070441147	-1,26672944956298	0,303592127573252	-4,17247133411699	3,0131351799622e-05	5,69848159557704e-05
"comp180_c0_seq2"	59475,2560252608	-0,746908740655712	0,179549510268546	-4,15990408182449	3,18381273731899e-05	5,99618065528409e-05
"comp2503_c0_seq1"	48027,1232929379	-0,646610881192289	0,158161480458108	-4,08829557816105	4,34554241275201e-05	8,15014593594983e-05
"comp377_c0_seq2"	125837,728475767	-0,623209261826016	0,153784294888935	-4,05248963996036	5,0675468700208e-05	9,46500489772479e-05
"comp184_c0_seq1"	145410,46314891	-0,566303933963822	0,139895322410871	-4,04805481844915	5,16450522346052e-05	9,60640477779488e-05
"comp7242_c0_seq2"	18837,4059323349	1,15073102361857	0,285615751702741	4,02894804211012	5,60269983313489e-05	0,000103787718220368
"comp5591_c0_seq7"	775,792429634026	-10,4322295054871	2,60784117635152	-4,000331615318	6,32537822046481e-05	0,000116696773700004
"comp1496_c0_seq2"	16362,3944551019	-1,00504027277012	0,258776829743906	-3,88381090287235	0,0001028318940839	0,000188943154983426
"comp38530_c0_seq1"	6117,09629859387	1,9739158827948	0,511105534627279	3,86205147286122	0,000112438868372779	0,00020575857694128
"comp1534_c0_seq1"	18351,8161105497	-0,9206314879947	0,240477352688521	-3,82835006166735	0,000129005183719016	0,000235122350971754
"comp591_c0_seq4"	24590,9210645692	-1,99187246430845	0,523966107321215	-3,80152921434544	0,000143805778648853	0,000261045027908761
"comp5145_c0_seq1"	17727,7446497836	0,696526671045641	0,188752039816699	3,69016764916581	0,000224106308396545	0,000405184205580953
"comp3220_c0_seq1"	16072,0309995247	-1,53967708835606	0,421022348348929	-3,65699610577447	0,00025518825588546	0,000459542197849514
"comp20357_c0_seq1"	820472,862215237	1,59702006320135	0,437179822643057	3,65300496611726	0,000259189216511581	0,000464894943901724
"comp194_c0_seq2"	111087,288925351	-0,363702650083019	0,100127909168152	-3,63238035333611	0,000280818792179972	0,000501699976542875
"comp5341_c0_seq1"	15946,2864354209	-0,496241874102089	0,137163894665711	-3,61787535496498	0,000297031375471394	0,000528575518555394
"comp9458_c0_seq1"	8089,68399308312	1,52325225609374	0,421225649154288	3,61623813543178	0,000298915408907298	0,000529842215004308
"comp12907_c1_seq1"	10189,7046051772	0,777196415668629	0,215010395363347	3,61469227734428	0,000300704575555208	0,000530931516214665
"comp144_c0_seq1"	115955,32667527	-0,730047811283286	0,202212848085214	-3,61029389673418	0,000305850252416011	0,000537915619035163
"comp75_c0_seq1"	208868,02593548	-0,531409263852338	0,148737089440415	-3,5728093500527	0,000353171890368046	0,00061873524979208
"comp2229_c0_seq1"	3523,16863744203	1,14153469223915	0,321684103599801	3,54862015083996	0,000387255277326098	0,000675827742669485
"comp9495_c0_seq1"	11679,3421526966	-1,0876547072253	0,308214193213965	-3,52889234555867	0,000417302852192448	0,000725464958426871
"comp1231_c0_seq1"	54478,2576033456	-0,984919137451355	0,279546490917813	-3,52327490936354	0,00042624898590712	0,000738178320421526
"comp43682_c0_seq1"	3685,08527886566	1,02077671331981	0,289832226372326	3,52195725815698	0,000428373203360941	0,000739025526408952
"comp1659_c0_seq1"	48842,4568275132	-0,434309605563746	0,123661265397198	-3,51209090549695	0,000444595896802494	0,000764096370170066
"comp7267_c1_seq1"	12905,2967280015	-0,887420594028368	0,256514471628692	-3,459534225862	0,000541110503960703	0,000926446771932719
"comp9585_c0_seq1"	6716,51727767439	1,07778465767267	0,313456877258635	3,43838255232596	0,000585200330345389	0,00099815301628723
"comp361_c0_seq2"	122343,723955597	-0,294742553089262	0,086051863582221	-3,42517338753089	0,000614407176779553	0,00104403024024195
"comp21617_c0_seq1"	603,168021089569	-13,5482336289597	4,00013529475468	-3,38694384830566	0,00070675851564236	0,0011964601088777
"comp4078_c0_seq1"	21358,2799556861	-0,566458445455116	0,168269337329491	-3,36637948686947	0,000761618529778719	0,00128452080395515
"comp6508_c0_seq1"	11167,2763015326	0,904962365621204	0,269891931646117	3,35305453594587	0,000799249565291282	0,00134297696472736
"comp2229_c0_seq6"	4467,37248615334	1,80849147028442	0,551202935328238	3,2809902748567	0,00103443310894984	0,00173171764905677
"comp25551_c0_seq1"	572,18026455572	-13,3624364420762	4,09680571015425	-3,26167199214654	0,00110757220276471	0,00184731599870719
"comp1916_c0_seq1"	72943,5418005027	-0,575232470560582	0,176436398948259	-3,26028231130059	0,00111301369223499	0,00184956687091991
"comp9523_c0_seq3"	9556,99452032282	4,39871812217253	1,35109043185	3,25568001850884	0,00113121159561179	0,00187292176269791
"comp2081_c0_seq1"	21474,8749882683	0,408389346962157	0,127538551474093	3,20208550467278	0,00136436493653907	0,00225070420188197
"comp1537_c0_seq1"	25352,8967536005	0,611568435674279	0,1914066891639	3,19512572076621	0,00139769940832015	0,00229730957294803
"comp3435_c0_seq2"	15311,080826785	-0,411407055269894	0,129977951279489	-3,16520649248622	0,0015497292656158	0,00253796242050124
"comp272_c0_seq1"	122112,531529206	-0,66992794039853	0,213892306114795	-3,13208059030876	0,00173572223547383	0,00283229765499701
"comp25678_c0_seq1"	8374,66844566797	1,38007815637154	0,442288053353423	3,12031524683473	0,00180657585336089	0,00293731038028462
"comp3798_c0_seq1"	14761,6444983187	-0,984825576679779	0,322262947832817	-3,0559689945823	0,00224334452858949	0,00363437894954282
"comp3946_c0_seq1"	11949,5605690331	-0,801175792933905	0,262674022340037	-3,05007623440115	0,00228783285970701	0,00369321590209845
"comp33374_c0_seq1"	12735,6408678786	0,941998060144575	0,312103492669922	3,01822338508984	0,00254261405030828	0,00408989875707951
"comp3541_c0_seq1"	13974,2208198992	-1,62958914443737	0,548580928156239	-2,97055377027845	0,00297263361740924	0,00476464679102474
"comp9722_c0_seq1"	9242,37128122551	-0,502409297513757	0,17012487606401	-2,95317950635699	0,0031451901175303	0,00502341319124981
"comp10145_c0_seq1"	5944,04868288374	1,38907981506881	0,480581069217635	2,89041725536583	0,00384730798452834	0,00610210619163299
"comp327_c0_seq2"	8724,09743269875	0,817916905782052	0,282977446005189	2,89039609809417	0,00384756695711372	0,00610210619163299
"comp4805_c0_seq1"	33329,8208308407	0,403719822942109	0,140459413364904	2,87428099883397	0,00404948500690094	0,00639988539552176
"comp10732_c0_seq3"	667,17532743198	-11,6701315515155	4,0879722474619	-2,85474823337198	0,00430709577867395	0,00678330066885235
"comp1129_c1_seq1"	3653,33895075287	-1,38813025932374	0,491614222421387	-2,82361696634136	0,00474850959502079	0,00745252200329651
"comp1415_c0_seq1"	17321,1426156552	-0,802214327070195	0,284761867637119	-2,8171409807316	0,00484532519280244	0,00757815566486749
"comp21506_c0_seq1"	573,716330299939	-11,8904170240818	4,26081550632517	-2,79064348278645	0,0052603379001954	0,0081988714858218
"comp9925_c0_seq1"	9109,01050535544	0,492977417618279	0,177319948088976	2,7801576919643	0,0054332507584752	0,00843927609220203
"comp1143_c0_seq1"	56692,4246710244	-0,553474723986453	0,200172959539108	-2,76498246946447	0,00569258549928818	0,00881181043040499
"comp13339_c0_seq1"	8815,69228138494	0,760642188473328	0,277181478768559	2,74420279396969	0,00606580530237428	0,00935748804325316
"comp13339_c0_seq2"	11930,7155193275	0,775100955770901	0,284959084303066	2,72004297622794	0,00652734323145985	0,0100352351721764
"comp25719_c0_seq1"	300,458688044493	-12,7788424751416	4,71165858689588	-2,71217496757559	0,00668432998073777	0,0102417530552321
"comp37424_c0_seq1"	293,105681236379	-12,7430983326428	4,71165941098507	-2,70458817607502	0,00683891164467334	0,0104080406174827
"comp9287_c0_seq2"	4198,24776325679	2,08970822849889	0,772533908772281	2,70500518458779	0,00683033234070146	0,0104080406174827
"comp50584_c0_seq1"	4312,87946867812	1,37094900264394	0,508709602172812	2,69495404998906	0,00703983385327994	0,0106778687975924
"comp25717_c0_seq1"	243,381041977921	-12,4749108976053	4,71166629066529	-2,64766435651873	0,00810499510647892	0,0122523671843762
"comp26972_c0_seq1"	229,864388761569	-12,3924829213718	4,71166867524282	-2,63016858262708	0,00853425359805207	0,0128582754210651
"comp27384_c0_seq1"	202,772912113485	-12,2115756603442	4,7116744118384	-2,59176984506014	0,00954836264566134	0,0143384050360097
"comp22610_c0_seq1"	173,494876752416	-11,9866177833878	4,7116826256302	-2,54402062613133	0,0109584613415701	0,0164014057165221
"comp19835_c0_seq1"	142,899559460216	-11,7067464945693	4,71169480503419	-2,48461476793048	0,0129691695758346	0,0192831073956488
"comp4274_c0_seq1"	5405,88941904295	0,867992109474185	0,349289791287799	2,48501997803594	0,0129544164393131	0,0192831073956488
"comp23314_c0_seq1"	128,997578207651	-11,5590994495568	4,7117022480499	-2,45327460035084	0,0141562226495669	0,0209790578282107
"comp3909_c0_seq1"	27996,6516559977	0,584687028749574	0,239707526000376	2,4391684253946	0,0147211053188387	0,0217449006670427
"comp2033_c0_seq1"	29756,7696592938	0,469317750712458	0,193906658021189	2,42032819038722	0,0155065050274903	0,0228304243401485
"comp468_c0_seq1"	131458,206661478	-0,479537583289393	0,198543500543639	-2,41527716584202	0,015723240000666	0,0230743651957826
"comp35931_c0_seq1"	113,384478749117	-11,3729855745679	4,7117127834323	-2,4137688558943	0,0157884748276982	0,0230951152819404
"comp15460_c0_seq1"	103,194653569421	-11,2371421066813	4,71172137809254	-2,38493348926129	0,0170822094004518	0,0249069633838845
"comp2229_c0_seq2"	7869,86510420363	0,473779854392265	0,200489878038164	2,36311109083562	0,0181222363318206	0,0263384270803309
"comp20001_c0_seq1"	85,4261001221605	-10,9645397815497	4,71174127023647	-2,32706745822643	0,0199616751701181	0,0289188371054275
"comp60317_c0_seq1"	2581,55715481173	3,40859562479387	1,46865410017011	2,32089749682996	0,020292376688125	0,0293040072301357
"comp36452_c0_seq1"	78,1840317458381	-10,8367458452239	4,71175197121004	-2,29993979127914	0,0214516313489594	0,0308794183749351
"comp1119_c0_seq1"	50823,4754734622	-0,315975106339426	0,13764259696452	-2,29562005736403	0,0216976149251413	0,0311343553846472
"comp46834_c0_seq1"	4935,73929607895	0,671082741900165	0,294648187937704	2,27757294757926	0,0227520338115383	0,0325440483633396
"comp310_c0_seq3"	73282,4798685347	-0,405093586568554	0,180351787440605	-2,24613014551886	0,0246956729546718	0,0352127576514563
"comp29648_c0_seq1"	61,5821384539534	-10,4923986347199	4,71178600114698	-2,22684108152741	0,0259578966948665	0,0368961298933323
"comp3498_c0_seq1"	42965,8602907634	-0,422705548318837	0,190670325036444	-2,21694460445297	0,0266268772081484	0,0377283651977525
"comp8614_c0_seq1"	11562,9916548903	-0,580145553582814	0,264491410787395	-2,19343816064087	0,0282758254400948	0,0398151809935291
"comp9458_c0_seq2"	15065,1039665107	0,758640641164629	0,345801787538819	2,19385980206787	0,028245490020217	0,0398151809935291
"comp783_c0_seq3"	85081,2660261786	-0,704921349518838	0,324875802334197	-2,16981795644383	0,0300206395119758	0,0421407734764381
"comp20913_c0_seq1"	50,1415535749247	-10,195919976471	4,71182256426954	-2,16390151314019	0,0304719087925851	0,0425101937476805
"comp611_c0_seq1"	11157,8787137478	-0,631808196752096	0,291935304373593	-2,16420620352091	0,0304485274067997	0,0425101937476805
"comp12609_c0_seq1"	6247,95063322338	0,625092855625416	0,289688558647582	2,15780995474477	0,0309426106013975	0,0429919633337744
"comp37902_c0_seq1"	92,9836908802318	-10,1633013127448	4,71182706506673	-2,15697672524849	0,0310074779796692	0,0429919633337744
